top - 19:03:13 up 57 min,  1 user,  load average: 6.00, 6.15, 5.84
Tasks: 413 total,   3 running, 410 sleeping,   0 stopped,   0 zombie
%Cpu(s): 29.9 us,  7.1 sy,  0.0 ni, 62.6 id,  0.0 wa,  0.0 hi,  0.4 si,  0.0 st
MiB Mem :  31797.6 total,  22550.9 free,   4197.1 used,   5049.6 buff/cache
MiB Swap:   2048.0 total,   2048.0 free,      0.0 used.  27274.7 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
1654195 root      20   0 5736284 699996 408552 S 275.0   2.1   0:21.56 ruby
1654194 root      20   0 5445988 735804 522940 R 156.2   2.3   0:12.27 ruby
1654090 root      20   0 1281956 234292 124392 R  31.2   0.7   0:02.34 rviz2
1654106 root      20   0  957776  34660  27600 S  25.0   0.1   0:01.63 paramet+
1653975 root      20   0 1021900  37428  20268 S  18.8   0.1   0:01.11 sync_sl+
1654118 root      20   0  843876  19956  12760 S  18.8   0.1   0:01.56 scan_to+
1657716 user      20   0 1373480  62988  28980 S  18.8   0.2   0:01.88 ros2
   2051 user      20   0   25.6g 218296 113716 S  12.5   0.7   4:07.43 Xorg
   2361 user      20   0 4687588 396540 150616 S  12.5   1.2   6:05.05 gnome-s+
   2498 user      20   0  392088  12424   7008 S  12.5   0.0   0:09.09 ibus-da+
1654111 root      20   0  622932  17376  12992 S  12.5   0.1   0:00.63 robot_s+
1654116 root      20   0  773016  19724  14784 S  12.5   0.1   0:00.98 ekf_node
  12825 user      20   0   11.7g 710360 301428 S   6.2   2.2   3:20.10 firefox
  13562 user      20   0  906048  67656  41308 S   6.2   0.2   1:04.15 gnome-t+
1059888 root      20   0       0      0      0 I   6.2   0.0   0:00.23 kworker+
1659614 user      20   0   16208   4404   3396 R   6.2   0.0   0:00.01 top
      1 root      20   0  166856  12200   8368 S   0.0   0.0   0:02.01 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.01 kthreadd
      3 root      20   0       0      0      0 S   0.0   0.0   0:00.00 pool_wo+
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      5 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      7 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     12 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     13 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     14 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     15 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     16 root      20   0       0      0      0 S   0.0   0.0   0:00.38 ksoftir+
     17 root      20   0       0      0      0 I   0.0   0.0   0:10.00 rcu_pre+
     18 root      rt   0       0      0      0 S   0.0   0.0   0:07.30 migrati+
     19 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     20 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     21 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/2
     22 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     23 root      rt   0       0      0      0 S   0.0   0.0   0:05.46 migrati+
     24 root      20   0       0      0      0 S   0.0   0.0   0:00.29 ksoftir+
     26 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     27 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/4
     28 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     29 root      rt   0       0      0      0 S   0.0   0.0   0:04.15 migrati+
     30 root      20   0       0      0      0 S   0.0   0.0   0:00.28 ksoftir+
     32 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     33 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/6
     34 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     35 root      rt   0       0      0      0 S   0.0   0.0   0:03.44 migrati+
     36 root      20   0       0      0      0 S   0.0   0.0   0:00.28 ksoftir+
     38 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     39 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/8
     40 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     41 root      rt   0       0      0      0 S   0.0   0.0   0:03.08 migrati+
     42 root      20   0       0      0      0 S   0.0   0.0   0:00.28 ksoftir+
     44 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     45 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/10
     46 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     47 root      rt   0       0      0      0 S   0.0   0.0   0:02.80 migrati+
     48 root      20   0       0      0      0 S   0.0   0.0   0:00.28 ksoftir+
     50 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     51 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/12
     52 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     53 root      rt   0       0      0      0 S   0.0   0.0   0:26.84 migrati+
     54 root      20   0       0      0      0 S   0.0   0.0   0:01.00 ksoftir+
     56 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     57 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/13
     58 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     59 root      rt   0       0      0      0 S   0.0   0.0   0:13.89 migrati+
     60 root      20   0       0      0      0 S   0.0   0.0   0:01.02 ksoftir+
     62 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     63 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/14
     64 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     65 root      rt   0       0      0      0 S   0.0   0.0   0:09.11 migrati+
     66 root      20   0       0      0      0 S   0.0   0.0   0:01.01 ksoftir+
     68 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     69 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/15
     70 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     71 root      rt   0       0      0      0 S   0.0   0.0   0:06.70 migrati+
     72 root      20   0       0      0      0 S   0.0   0.0   0:01.02 ksoftir+
     74 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
