top - 18:28:27 up 22 min,  1 user,  load average: 2.19, 5.59, 4.40
Tasks: 406 total,   2 running, 404 sleeping,   0 stopped,   0 zombie
%Cpu(s): 31.4 us,  9.7 sy,  0.0 ni, 58.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem :  31797.6 total,  22771.7 free,   4035.8 used,   4990.1 buff/cache
MiB Swap:   2048.0 total,   2048.0 free,      0.0 used.  27393.5 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 559899 root      20   0 5737988 701892 408416 S 300.0   2.2   0:11.45 ruby
 559898 root      20   0 5445928 735092 523208 S 158.8   2.3   0:06.67 ruby
 559784 root      20   0 1279016 231468 122672 R  23.5   0.7   0:01.50 rviz2
 559813 root      20   0  957776  34328  27440 S  23.5   0.1   0:00.89 paramet+
 559825 root      20   0  843876  18644  13132 S  23.5   0.1   0:00.83 scan_to+
   2051 user      20   0   25.6g 213328 113708 S  11.8   0.7   1:29.63 Xorg
   2361 user      20   0 4684000 387840 150608 S  11.8   1.2   2:03.99 gnome-s+
 559818 root      20   0  622868  17248  12996 S  11.8   0.1   0:00.35 robot_s+
 562723 user      20   0   16208   4396   3396 R  11.8   0.0   0:00.03 top
     17 root      20   0       0      0      0 I   5.9   0.0   0:03.66 rcu_pre+
     65 root      rt   0       0      0      0 S   5.9   0.0   0:03.17 migrati+
    904 root      20   0 2756424  66292  33764 S   5.9   0.2   0:05.71 contain+
   2498 user      20   0  392088  12416   7008 S   5.9   0.0   0:05.56 ibus-da+
 559681 root      20   0 1021928  36684  20212 S   5.9   0.1   0:00.59 sync_sl+
 559823 root      20   0  772888  19292  14584 S   5.9   0.1   0:00.54 ekf_node
      1 root      20   0  166856  12200   8368 S   0.0   0.0   0:01.56 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kthreadd
      3 root      20   0       0      0      0 S   0.0   0.0   0:00.00 pool_wo+
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      5 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      7 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     10 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
     12 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     13 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     14 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     15 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     16 root      20   0       0      0      0 S   0.0   0.0   0:00.15 ksoftir+
     18 root      rt   0       0      0      0 S   0.0   0.0   0:02.45 migrati+
     19 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     20 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     21 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/2
     22 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     23 root      rt   0       0      0      0 S   0.0   0.0   0:01.89 migrati+
     24 root      20   0       0      0      0 S   0.0   0.0   0:00.10 ksoftir+
     26 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     27 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/4
     28 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     29 root      rt   0       0      0      0 S   0.0   0.0   0:01.49 migrati+
     30 root      20   0       0      0      0 S   0.0   0.0   0:00.09 ksoftir+
     32 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     33 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/6
     34 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     35 root      rt   0       0      0      0 S   0.0   0.0   0:01.21 migrati+
     36 root      20   0       0      0      0 S   0.0   0.0   0:00.10 ksoftir+
     37 root      20   0       0      0      0 I   0.0   0.0   0:00.56 kworker+
     38 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     39 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/8
     40 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     41 root      rt   0       0      0      0 S   0.0   0.0   0:01.16 migrati+
     42 root      20   0       0      0      0 S   0.0   0.0   0:00.09 ksoftir+
     44 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     45 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/10
     46 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     47 root      rt   0       0      0      0 S   0.0   0.0   0:01.02 migrati+
     48 root      20   0       0      0      0 S   0.0   0.0   0:00.10 ksoftir+
     50 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     51 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/12
     52 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     53 root      rt   0       0      0      0 S   0.0   0.0   0:09.12 migrati+
