source_file,snapshot_index,timestamp,uptime_text,uptime_minutes,users,load1,load5,load15,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total_mib,mem_free_mib,mem_used_mib,mem_buff_cache_mib,swap_total_mib,swap_free_mib,swap_used_mib,swap_avail_mib,pid,user,pr,ni,virt,res,shr,state,cpu_pct,mem_pct,time_plus,command
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,24,root,20,0,0,0,0,S,0.0,0.0,0:00.10,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,26,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,27,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/4
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,28,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,29,root,rt,0,0,0,0,S,0.0,0.0,0:01.49,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,30,root,20,0,0,0,0,S,0.0,0.0,0:00.09,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,32,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,33,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/6
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,34,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,35,root,rt,0,0,0,0,S,0.0,0.0,0:01.21,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,36,root,20,0,0,0,0,S,0.0,0.0,0:00.10,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,37,root,20,0,0,0,0,I,0.0,0.0,0:00.56,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,38,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,39,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/8
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,40,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,41,root,rt,0,0,0,0,S,0.0,0.0,0:01.16,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,42,root,20,0,0,0,0,S,0.0,0.0,0:00.09,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,44,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,45,root,20,0,0,0,0,S,0.0,0.0,0:00.00,cpuhp/10
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,46,root,-51,0,0,0,0,S,0.0,0.0,0:00.00,idle_in+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,47,root,rt,0,0,0,0,S,0.0,0.0,0:01.02,migrati+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,48,root,20,0,0,0,0,S,0.0,0.0,0:00.10,ksoftir+
Gazebo_Vacio_3.txt,1,18:28:27,22 min,22,1,2.19,5.59,4.40,406,2,404,0,0,31.4,9.7,0.0,58.8,0.0,0.0,0.0,0.0,31797.6,22771.7,4035.8,4990.1,,,,,50,root,0,-20,0,0,0,I,0.0,0.0,0:00.00,kworker+
