top - 19:41:36 up 50 min,  1 user,  load average: 16.17, 15.64, 9.71
Tasks: 427 total,   6 running, 421 sleeping,   0 stopped,   0 zombie
%Cpu(s): 56.0 us,  4.0 sy,  0.0 ni, 40.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem :  31797.6 total,  20966.2 free,   4290.3 used,   6541.0 buff/cache
MiB Swap:   2048.0 total,   2048.0 free,      0.0 used.  26003.3 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 422928 root      20   0 7355024 587524 169716 S 568.8   1.8   3:16.87 ruby
 422927 root      20   0 7454340 519556 162124 R 212.5   1.6   1:07.40 ruby
 422841 root      20   0  957776  37856  27576 S  18.8   0.1   0:03.94 paramet+
 431733 user      20   0 1175648  45828  26324 R  18.8   0.1   0:02.04 control+
 431749 user      20   0 4138212 202824 145692 S  18.8   0.6   0:04.08 rviz2
 422852 root      20   0  843880  25488  12912 S  12.5   0.1   0:02.93 scan_to+
 431727 user      20   0 1059296  62164  27940 S  12.5   0.2   0:01.57 async_s+
 431739 user      20   0  735284  41512  26340 S  12.5   0.1   0:00.90 behavio+
 431747 user      20   0  870044  33920  20172 R  12.5   0.1   0:01.60 lifecyc+
 431751 user      20   0  949880  39876  23504 S  12.5   0.1   0:01.85 amcl
   2398 user      20   0 6921304 318676 149892 S   6.2   1.0   1:16.94 gnome-s+
   6661 user      20   0 2684372 171424 105696 S   6.2   0.5   0:56.29 Isolate+
 422681 root      20   0 1021880  42128  20408 S   6.2   0.1   0:02.17 sync_sl+
 422846 root      20   0  622880  20300  12840 S   6.2   0.1   0:01.23 robot_s+
 422850 root      20   0  773020  23216  14944 S   6.2   0.1   0:01.92 ekf_node
 428303 root      20   0       0      0      0 I   6.2   0.0   0:00.01 kworker+
 431729 user      20   0  788976  36236  24328 S   6.2   0.1   0:00.84 map_ser+
 431735 user      20   0  874872  37228  23308 S   6.2   0.1   0:01.29 smoothe+
 431737 user      20   0 1248348  46220  25488 S   6.2   0.1   0:01.88 planner+
 431741 user      20   0  741088  47540  27260 S   6.2   0.1   0:01.76 bt_navi+
 431743 user      20   0  723772  33672  20956 R   6.2   0.1   0:01.14 waypoin+
